ANZSCO_Code,ANZSCO_Title,Specialist_Task,% of time spent on task,Specialist_Cluster,% of time spent on cluster,Cluster_Family,% of time spent on family
399311,Gallery or Museum Technician,Maintain operational records,0.06767670972,Maintain operational and production records,0.06767670972,"Records, documentation, reports and research",0.09450774412
399311,Gallery or Museum Technician,Inspect materials or equipment to determine need for repair or replacement,0.05797023679,Perform maintenance or inspections,0.05797023679,Production processes and machinery,0.05797023679
399311,Gallery or Museum Technician,Direct department activities,0.033133364,"Manage services, staff or activities",0.1241410605,Business operations and financial activities,0.1449680818
399311,Gallery or Museum Technician,Classify materials according to standard systems,0.033133364,Evaluate physical or chemical characteristics of material,0.033133364,Work activities preparation,0.033133364
399311,Gallery or Museum Technician,Research topics in area of expertise,0.0268310344,Research or write in area of expertise,0.0268310344,"Records, documentation, reports and research",0.09450774412
399311,Gallery or Museum Technician,"Develop policies or procedures for archives, museums or libraries",0.02082702133,Establish organisational policies or programs,0.02082702133,Business operations and financial activities,0.1449680818
399311,Gallery or Museum Technician,"Advise educators on curricula, instructional methods or policies",0.01908437093,Collaborate and advise on educational and technical issues,0.01908437093,Communication and collaboration,0.0244785328
399311,Gallery or Museum Technician,Plan community programs or activities for the general public,0.008165791066,Undertake community development activities,0.008165791066,Health and care,0.008165791066
399311,Gallery or Museum Technician,Discuss problems or issues with supervisors,0.005394161866,Communicate and collaborate,0.005394161866,Communication and collaboration,0.0244785328
399312,Library Technician,Process library materials,0.2906216658,Undertake library activities,0.3846589062,"Archiving, recording, and translating",0.3846589062
399312,Library Technician,Maintain operational records,0.09396924989,Maintain operational and production records,0.09396924989,"Records, documentation, reports and research",0.2314744443
399312,Library Technician,Provide information to the general public,0.07332047335,Present information and news to the public,0.07332047335,"Records, documentation, reports and research",0.2314744443
399312,Library Technician,"Maintain inventories of materials, equipment or products",0.06978541829,Maintain inventory and stock,0.06978541829,Business operations and financial activities,0.08270180936
399312,Library Technician,Help patrons use library or archival resources,0.06595322922,Undertake library activities,0.3846589062,"Archiving, recording, and translating",0.3846589062
399312,Library Technician,Classify materials according to standard systems,0.05727021655,Evaluate physical or chemical characteristics of material,0.05727021655,Work activities preparation,0.05727021655
399312,Library Technician,Distribute instructional or library materials,0.03666620281,Source and distribute educational materials,0.04695430815,Teaching and education,0.04961358095
399312,Library Technician,Assist other educational professionals with projects or research,0.03625242761,Collaborate and advise on educational and technical issues,0.03625242761,Communication and collaboration,0.07883903549
399312,Library Technician,Inspect materials or equipment to determine need for repair or replacement,0.03436137908,Perform maintenance or inspections,0.03436137908,Production processes and machinery,0.03436137908
399312,Library Technician,Confer with others to conduct or arrange operational activities,0.03354934721,Communicate and collaborate,0.03354934721,Communication and collaboration,0.07883903549
399312,Library Technician,Maintain computer equipment or software,0.02684561827,Install and maintain computer equipment or software,0.02684561827,Computers and electronics,0.02684561827
399312,Library Technician,Develop library or archival databases,0.02680362067,Undertake library activities,0.3846589062,"Archiving, recording, and translating",0.3846589062
399312,Library Technician,Search information sources to find data,0.02222965267,Gather and analyse information,0.02222965267,"Records, documentation, reports and research",0.2314744443
399312,Library Technician,Plan community programs or activities for the general public,0.02212911654,Undertake community development activities,0.02212911654,Health and care,0.02212911654
399312,Library Technician,"Write articles, books or other materials",0.02164482014,Research or write in area of expertise,0.02164482014,"Records, documentation, reports and research",0.2314744443
399312,Library Technician,Organise informational materials,0.02031024827,Prepare information or website content,0.02031024827,"Records, documentation, reports and research",0.2314744443
399312,Library Technician,Direct activities of staff,0.01291639107,"Manage services, staff or activities",0.01291639107,Business operations and financial activities,0.08270180936
399312,Library Technician,Train staff members,0.01291639107,Train staff,0.01291639107,Human resources,0.01291639107
399312,Library Technician,Order instructional or library materials or equipment,0.01028810534,Source and distribute educational materials,0.04695430815,Teaching and education,0.04961358095
399312,Library Technician,Sort mail,0.009594751069,Sort and distribute mail,0.009594751069,Material transportation,0.01918950214
399312,Library Technician,Deliver items,0.009594751069,Ship or deliver objects,0.009594751069,Material transportation,0.01918950214
399312,Library Technician,Operate audio-visual equipment,0.009037260669,Operate audio-visual equipment,0.009037260669,Communication and collaboration,0.07883903549
399312,Library Technician,Develop instructional materials,0.002659272801,Develop educational materials and programs,0.002659272801,Teaching and education,0.04961358095
399312,Library Technician,Compile specialised bibliographies or lists of materials,0.001280390534,Undertake library activities,0.3846589062,"Archiving, recording, and translating",0.3846589062
399511,Broadcast Transmitter Operator,"Operate communications, transmissions or broadcasting equipment",0.292129091,Operate audio-visual equipment,0.6163230949,Communication and collaboration,0.6499444354
399511,Broadcast Transmitter Operator,Monitor broadcasting operations to ensure proper functioning,0.1710022515,Operate audio-visual equipment,0.6163230949,Communication and collaboration,0.6499444354
399511,Broadcast Transmitter Operator,Maintain logs of production activities,0.151123189,"Maintain records, documents or other files",0.151123189,"Records, documentation, reports and research",0.1959382038
399511,Broadcast Transmitter Operator,"Operate control consoles for sound, lighting or video",0.117034756,Operate audio-visual equipment,0.6163230949,Communication and collaboration,0.6499444354
399511,Broadcast Transmitter Operator,Edit audio or video recordings,0.04481501481,Manage digital data or recordings,0.04481501481,"Records, documentation, reports and research",0.1959382038
399511,Broadcast Transmitter Operator,Operate audio recording equipment,0.0361569964,Operate audio-visual equipment,0.6163230949,Communication and collaboration,0.6499444354
399511,Broadcast Transmitter Operator,Coordinate activities of production staff,0.03573026094,Coordinate activities or logisitics ,0.03573026094,Operating procedures and processes,0.03573026094
399511,Broadcast Transmitter Operator,Maintain recording or broadcasting equipment,0.0309604188,Perform maintenance or inspections,0.0309604188,Production processes and machinery,0.05063410054
399511,Broadcast Transmitter Operator,Create computer-generated graphics or animation,0.030069332,Develop websites or software,0.030069332,Computers and electronics,0.030069332
399511,Broadcast Transmitter Operator,Direct productions or performances,0.01989623494,"Manage services, staff or activities",0.01989623494,Business operations and financial activities,0.01989623494
399511,Broadcast Transmitter Operator,Determine technical requirements of productions or projects,0.01967368174,Develop and review technical designs and processes,0.01967368174,Production processes and machinery,0.05063410054
399511,Broadcast Transmitter Operator,Confer with clients to determine needs,0.01811635987,Communicate with others to coordinate work,0.03362134054,Communication and collaboration,0.6499444354
399511,Broadcast Transmitter Operator,Train others on work processes,0.0177874324,Train staff,0.0177874324,Human resources,0.0177874324
399511,Broadcast Transmitter Operator,Notify others of equipment problems,0.01550498067,Communicate with others to coordinate work,0.03362134054,Communication and collaboration,0.6499444354
399512,"Camera Operator (Film, Television or Video)",Set up still or video cameras or related equipment,0.1828824415,Operate audio-visual equipment,0.4293786644,Communication and collaboration,0.4791225337
399512,"Camera Operator (Film, Television or Video)",Operate still or video cameras or related equipment,0.1679468587,Operate audio-visual equipment,0.4293786644,Communication and collaboration,0.4791225337
399512,"Camera Operator (Film, Television or Video)",Determine technical requirements of productions or projects,0.09466078549,Develop and review technical designs and processes,0.1208994086,Production processes and machinery,0.1527960188
399512,"Camera Operator (Film, Television or Video)","Operate communications, transmissions or broadcasting equipment",0.07854936415,Operate audio-visual equipment,0.4293786644,Communication and collaboration,0.4791225337
399512,"Camera Operator (Film, Television or Video)",Label production materials,0.07661532855,Label products and materials ,0.07661532855,"Archiving, recording, and translating",0.07661532855
399512,"Camera Operator (Film, Television or Video)",Edit audio or video recordings,0.06266231962,Manage digital data or recordings,0.07357213549,"Records, documentation, reports and research",0.1018343583
399512,"Camera Operator (Film, Television or Video)",Collaborate with others to determine technical details of productions,0.04974386935,Collaborate and advise on educational and technical issues,0.04974386935,Communication and collaboration,0.4791225337
399512,"Camera Operator (Film, Television or Video)",Coordinate activities of production staff,0.04200126028,Coordinate activities or logisitics ,0.04200126028,Operating procedures and processes,0.04200126028
399512,"Camera Operator (Film, Television or Video)",Manage content of broadcasts or presentations,0.03806387601,Create or manage artistic productions,0.05917279775,Art and entertainment,0.05917279775
399512,"Camera Operator (Film, Television or Video)",Maintain recording or broadcasting equipment,0.03189661028,Perform maintenance or inspections,0.03189661028,Production processes and machinery,0.1527960188
399512,"Camera Operator (Film, Television or Video)",Write informational material,0.02826222281,"Distribute, write, edit or compile documents",0.02826222281,"Records, documentation, reports and research",0.1018343583
399512,"Camera Operator (Film, Television or Video)",Inspect sets or exhibits,0.02768763147,"Inspect products, equipment or facilities",0.02768763147,Quality control and inspections,0.02768763147
399512,"Camera Operator (Film, Television or Video)",Review details of technical drawings or specifications,0.02623862307,Develop and review technical designs and processes,0.1208994086,Production processes and machinery,0.1527960188
399512,"Camera Operator (Film, Television or Video)",Select materials or props,0.02110892174,Create or manage artistic productions,0.05917279775,Art and entertainment,0.05917279775
399512,"Camera Operator (Film, Television or Video)","Maintain inventories of materials, equipment or products",0.01944797321,Maintain inventory and stock,0.01944797321,Business operations and financial activities,0.03739337774
399512,"Camera Operator (Film, Television or Video)",Direct productions or performances,0.01794540454,"Manage services, staff or activities",0.01794540454,Business operations and financial activities,0.03739337774
399512,"Camera Operator (Film, Television or Video)",Research new technologies,0.0139199692,"Research, evaluate or design new technologies",0.0139199692,Performance evaluation and efficency improvement,0.0139199692
399512,"Camera Operator (Film, Television or Video)",Convert data among multiple digital or analogue formats,0.01090981587,Manage digital data or recordings,0.07357213549,"Records, documentation, reports and research",0.1018343583
399512,"Camera Operator (Film, Television or Video)",Create computer-generated graphics or animation,0.009456724136,Develop websites or software,0.009456724136,Computers and electronics,0.009456724136
399514,Make Up Artist,Apply makeup,0.3877775846,Provide nail and cosmetic services,0.3877775846,"Fashion, grooming, and cosmetics",0.6158262687
399514,Make Up Artist,Review production information to determine costume or makeup requirements,0.1672125858,Create or manage artistic productions,0.1672125858,Art and entertainment,0.1672125858
399514,Make Up Artist,"Apply cleansing or conditioning agents to client hair, scalp or skin",0.1058745594,Treat and groom hair,0.1970930389,"Fashion, grooming, and cosmetics",0.6158262687
399514,Make Up Artist,Collaborate with others to determine production details,0.1000564928,Communicate and collaborate,0.1000564928,Communication and collaboration,0.1000564928
399514,Make Up Artist,Assess skin or hair conditions,0.07395637294,Treat and groom hair,0.1970930389,"Fashion, grooming, and cosmetics",0.6158262687
399514,Make Up Artist,Prepare operational reports or records,0.04593269309,Manage or document operational procedure or process,0.04593269309,Operating procedures and processes,0.04593269309
399514,Make Up Artist,Design costumes or cosmetic effects for characters,0.03095564517,Design costumes or jewellery ,0.03095564517,"Fashion, grooming, and cosmetics",0.6158262687
399514,Make Up Artist,Manage budgets for personal services operations,0.02595319986,Conduct financial transactions or processes,0.02595319986,Business operations and financial activities,0.0432351331
399514,Make Up Artist,"Order materials, supplies, or equipment",0.01728193324,"Procure materials, supplies, or stock",0.01728193324,Business operations and financial activities,0.0432351331
399514,Make Up Artist,Groom wigs or hairpieces,0.01726210657,Treat and groom hair,0.1970930389,"Fashion, grooming, and cosmetics",0.6158262687
399514,Make Up Artist,Demonstrate activity techniques or equipment use,0.01386841326,Prepare and demonstrate equipment,0.01386841326,Work activities preparation,0.01386841326
399514,Make Up Artist,Teach health or hygiene practices,0.01386841326,Teach health management or hygiene practices,0.01386841326,Teaching and education,0.01386841326
399515,Musical Instrument Maker or Repairer,Test mechanical equipment to ensure proper functioning,0.1295867562,"Inspect, test or maintain equipment or systems",0.2920399414,Quality control and inspections,0.3501674343
399515,Musical Instrument Maker or Repairer,Adjust tuning or functioning of musical instruments,0.1239642509,Create or perform music,0.1239642509,Art and entertainment,0.1239642509
399515,Musical Instrument Maker or Repairer,Adjust equipment for optimal performance,0.111772479,"Inspect, test or maintain equipment or systems",0.2920399414,Quality control and inspections,0.3501674343
399515,Musical Instrument Maker or Repairer,Align equipment or machinery,0.09595178582,"Fabricate, assemble or install components",0.1168045056,Production processes and machinery,0.3833075666
399515,Musical Instrument Maker or Repairer,Disassemble equipment for maintenance or repair,0.06730482607,Repair equipment and electronics,0.1311935596,Production processes and machinery,0.3833075666
399515,Musical Instrument Maker or Repairer,"Inspect mechanical equipment to locate damage, defects or wear",0.05812749282,Inspect items for damage or defects ,0.05812749282,Quality control and inspections,0.3501674343
399515,Musical Instrument Maker or Repairer,"Remove dents from equipment, materials tools or structures",0.05811515949,Repair parts or components,0.07610425666,Production processes and machinery,0.3833075666
399515,Musical Instrument Maker or Repairer,Solder parts or connections between parts,0.05786588549,"Design, make or install electrical systems and equipment",0.05786588549,Computers and electronics,0.05786588549
399515,Musical Instrument Maker or Repairer,Smooth surfaces of objects or equipment,0.0571462063,"Clean tools, facilities or equipment",0.0571462063,Cleaning and maintenance,0.0571462063
399515,Musical Instrument Maker or Repairer,Reassemble equipment after repair,0.03644294341,Repair equipment and electronics,0.1311935596,Production processes and machinery,0.3833075666
399515,Musical Instrument Maker or Repairer,"Repair worn, damaged, or defective mechanical parts",0.03629923195,Repair mechanical parts or equipment,0.05606209217,Production processes and machinery,0.3833075666
399515,Musical Instrument Maker or Repairer,Lubricate equipment to allow proper functioning,0.03556686635,"Inspect, test or maintain equipment or systems",0.2920399414,Quality control and inspections,0.3501674343
399515,Musical Instrument Maker or Repairer,"Clean or repair equipment, parts or tools",0.02744579016,Repair equipment and electronics,0.1311935596,Production processes and machinery,0.3833075666
399515,Musical Instrument Maker or Repairer,Fabricate parts or components,0.02085271982,"Fabricate, assemble or install components",0.1168045056,Production processes and machinery,0.3833075666
399515,Musical Instrument Maker or Repairer,"Replace worn, damaged or defective mechanical parts",0.01976286023,Repair mechanical parts or equipment,0.05606209217,Production processes and machinery,0.3833075666
399515,Musical Instrument Maker or Repairer,Refinish wood or metal surfaces,0.01798909718,Repair parts or components,0.07610425666,Production processes and machinery,0.3833075666
399515,Musical Instrument Maker or Repairer,Prepare compounds or solutions to be used for repairs,0.0155948532,"Prepare, process or analyse chemicals",0.0155948532,Science and mathematics,0.0155948532
399515,Musical Instrument Maker or Repairer,Test electrical circuits or components for proper functioning,0.01511383987,"Inspect, test or maintain equipment or systems",0.2920399414,Quality control and inspections,0.3501674343
399515,Musical Instrument Maker or Repairer,Cut materials according to specifications or needs,0.009199729252,Manage and handle resources and materials,0.009199729252,Work activities preparation,0.009199729252
399515,Musical Instrument Maker or Repairer,Remove parts or components from equipment,0.002053203582,Remove or dismantle objects and equipment,0.002053203582,Material transportation,0.002053203582
399515,Musical Instrument Maker or Repairer,Travel to work sites,0.001620903986,Perform maintenance or inspections,0.001620903986,Production processes and machinery,0.3833075666
399515,Musical Instrument Maker or Repairer,Assemble mechanical components or machine parts,0.001401775854,Design or assemble equipment and systems,0.001401775854,Production processes and machinery,0.3833075666
399515,Musical Instrument Maker or Repairer,Paint surfaces or equipment,0.0007008703938,Apply paint or finishes,0.0007008703938,Construction,0.0007008703938
399515,Musical Instrument Maker or Repairer,Operate welding equipment,0.0001204726656,Metal fabrication and tool operation,0.0001204726656,Production processes and machinery,0.3833075666
399516,Sound Technician,Mix sound inputs,0.2789630142,Operate audio-visual equipment,0.7167721274,Communication and collaboration,0.8470225798
399516,Sound Technician,"Operate control consoles for sound, lighting or video",0.2325470354,Operate audio-visual equipment,0.7167721274,Communication and collaboration,0.8470225798
399516,Sound Technician,Operate audio recording equipment,0.2052620777,Operate audio-visual equipment,0.7167721274,Communication and collaboration,0.8470225798
399516,Sound Technician,Collaborate with others to determine technical details of productions,0.09556792519,Collaborate and advise on educational and technical issues,0.09556792519,Communication and collaboration,0.8470225798
399516,Sound Technician,Maintain logs of production activities,0.08162548546,"Maintain records, documents or other files",0.08162548546,"Records, documentation, reports and research",0.1148643595
399516,Sound Technician,Select materials or props,0.03811306079,Create or manage artistic productions,0.03811306079,Art and entertainment,0.03811306079
399516,Sound Technician,Notify others of equipment problems,0.0346825272,Communicate with others to coordinate work,0.0346825272,Communication and collaboration,0.8470225798
399516,Sound Technician,Convert data among multiple digital or analogue formats,0.033238874,Manage digital data or recordings,0.033238874,"Records, documentation, reports and research",0.1148643595
399911,Diver,Monitor work areas or procedures to ensure compliance with safety procedures,0.2702966062,Inspect work environment to ensure safety and compliance,0.2702966062,Safety and hazard management,0.2702966062
399911,Diver,Communicate with co-workers to coordinate installations or repairs,0.2442314937,Communicate with others to coordinate work,0.2442314937,Communication and collaboration,0.2934544803
399911,Diver,"Clean or repair equipment, parts or tools",0.07324677917,Repair equipment and electronics,0.07324677917,Production processes and machinery,0.2132426635
399911,Diver,Maintain work equipment or machinery,0.06473745542,Perform maintenance or inspections,0.07324677917,Production processes and machinery,0.2132426635
399911,Diver,Record images needed to address work issues,0.0492229866,Operate audio-visual equipment,0.0492229866,Communication and collaboration,0.2934544803
399911,Diver,Install structural foundations,0.04522506603,Undertake masonry and earth laying,0.04522506603,Construction,0.07676633254
399911,Diver,Supervise employees,0.04125624183,Supervise staff ,0.04125624183,Human resources,0.08251248367
399911,Diver,Train others in operational procedures,0.04125624183,Train staff,0.04125624183,Human resources,0.08251248367
399911,Diver,Inspect systems to determine if they are operating properly,0.04048312917,"Monitor equipment, procedures and systems",0.04048312917,Quality control and inspections,0.0637274338
399911,Diver,Repair non-engine automotive or vehicle components,0.03523193405,Repair mechanical parts or equipment,0.03523193405,Production processes and machinery,0.2132426635
399911,Diver,Test mechanical equipment to ensure proper functioning,0.02324430463,"Inspect, test or maintain equipment or systems",0.02324430463,Quality control and inspections,0.0637274338
399911,Diver,Repair structural components,0.0142467072,Repair parts or components,0.0142467072,Production processes and machinery,0.2132426635
399911,Diver,"Operate cranes, hoists or other moving or lifting equipment",0.0134431909,Operate cranes and other climbing or lifting equipment,0.02303194277,Construction,0.07676633254
399911,Diver,Operate welding equipment,0.01183797832,Metal fabrication and tool operation,0.01183797832,Production processes and machinery,0.2132426635
399911,Diver,Attach rigging to objects so they can be moved,0.009588751868,Operate cranes and other climbing or lifting equipment,0.02303194277,Construction,0.07676633254
399911,Diver,Repair pipes to stop leaking,0.008509323747,"Maintain, adjust or repair flow systems",0.008509323747,Construction,0.07676633254
399911,Diver,Install piping for installation or maintenance activities,0.008509323747,Perform maintenance or inspections,0.07324677917,Production processes and machinery,0.2132426635
399911,Diver,"Drill holes in parts, equipment or materials",0.005432485556,Design or assemble equipment and systems,0.005432485556,Production processes and machinery,0.2132426635
399913,Optical Dispenser,Fabricate medical devices,0.2079952174,"Design, repair or fabricate medical equipment",0.2045233013,Production processes and machinery,0.2045233013
399913,Optical Dispenser,"Fit eyeglasses, contact lenses or other vision aids",0.1243579545,Fit eyeglasses and optical aides,0.1222821357,Health and care,0.6265491628
399913,Optical Dispenser,Recommend types of assistive devices,0.1222241326,"Make, fit or support clients in the use of assistive devices",0.2296651316,Health and care,0.6265491628
399913,Optical Dispenser,Instruct patients in the use of assistive equipment,0.111339714,"Make, fit or support clients in the use of assistive devices",0.2296651316,Health and care,0.6265491628
399913,Optical Dispenser,Merchandise health care goods or services,0.100775566,Develop marketing plans,0.09909339119,Sales and marketing,0.09909339119
399913,Optical Dispenser,Measure the physical or physiological attributes of patients,0.08208691469,Perform medical tests and physical examinations of patients,0.09285074745,Health and care,0.6265491628
399913,Optical Dispenser,Record patient medical histories,0.06980233427,"Collect, document and communicate medical information",0.08077122479,Health and care,0.6265491628
399913,Optical Dispenser,Operate diagnostic or therapeutic medical instruments or equipment,0.06430631988,Operate and maintain medical equipment,0.1009799233,Health and care,0.6265491628
399913,Optical Dispenser,Order medical supplies or equipment,0.03838780334,Operate and maintain medical equipment,0.1009799233,Health and care,0.6265491628
399913,Optical Dispenser,Perform clerical work in medical settings,0.03319200436,Perform administrative or clerical tasks,0.03263795386,Business operations and financial activities,0.05314185653
399913,Optical Dispenser,Process medical billing information,0.02085196975,Conduct financial transactions or processes,0.02050390266,Business operations and financial activities,0.05314185653
399913,Optical Dispenser,Gather medical information from patient histories,0.01234003461,"Collect, document and communicate medical information",0.08077122479,Health and care,0.6265491628
399913,Optical Dispenser,Verify accuracy of patient information,0.01234003461,Perform medical tests and physical examinations of patients,0.09285074745,Health and care,0.6265491628
411211,Dental Hygienist,"Examine mouth, teeth, gums or related facial structures",0.2433546212,Provide dental examination and treatment,0.4314461887,Health and care,0.9986004245
411211,Dental Hygienist,Record patient medical histories,0.2174719749,"Collect, document and communicate medical information",0.2174719749,Health and care,0.9986004245
411211,Dental Hygienist,Treat dental problems or diseases,0.1880915676,Provide dental examination and treatment,0.4314461887,Health and care,0.9986004245
411211,Dental Hygienist,"Provide health and wellness advice to patients, program participants or caregivers",0.1005169664,Provide health care advice ,0.1005169664,Health and care,0.9986004245
411211,Dental Hygienist,Process x-rays or other medical images,0.09108439999,Operate medical equipment,0.09108439999,Health and care,0.9986004245
411211,Dental Hygienist,Operate diagnostic or therapeutic medical instruments or equipment,0.05334447826,Operate and maintain medical equipment,0.1330524958,Health and care,0.9986004245
411211,Dental Hygienist,Maintain medical equipment or instruments,0.03985400879,Operate and maintain medical equipment,0.1330524958,Health and care,0.9986004245
411211,Dental Hygienist,Sterilise medical equipment or instruments,0.03985400879,Operate and maintain medical equipment,0.1330524958,Health and care,0.9986004245
411211,Dental Hygienist,Administer anaesthetics or sedatives to control pain,0.0186966416,Administer medications or immunisations,0.0186966416,Health and care,0.9986004245
411211,Dental Hygienist,Adjust dental devices or appliances to ensure fit,0.003824633999,Develop and fit dental devices,0.003824633999,Health and care,0.9986004245
411211,Dental Hygienist,Direct health care delivery programs,0.001927778533,Direct medical or health care programs,0.001927778533,Health and care,0.9986004245
411211,Dental Hygienist,Fabricate medical devices,0.001399575466,"Design, repair or fabricate medical equipment",0.001399575466,Production processes and machinery,0.001399575466
411211,Dental Hygienist,"Treat acute illnesses, infections or injuries",0.0005793445333,Provide health care or administer medical treatment,0.0005793445333,Health and care,0.9986004245
411213,Dental Technician,Construct customised assistive medical or dental devices,0.1205363818,Develop and fit dental devices,0.3811191048,Health and care,0.3811191048
411213,Dental Technician,Read work orders or other instructions to determine product specifications or materials requirements,0.1037529692,Review work orders and project needs,0.1037529692,Operating procedures and processes,0.1220155818
411213,Dental Technician,Inspect medical or dental assistive devices,0.1016602493,Develop and fit dental devices,0.3811191048,Health and care,0.3811191048
411213,Dental Technician,Apply parting agents or other solutions to moulds,0.09159675634,Inspect or prepare finished products,0.16739454,Quality control and inspections,0.16739454
411213,Dental Technician,Cast moulds of patient anatomies to create medical or dental devices,0.08973888974,Develop and fit dental devices,0.3811191048,Health and care,0.3811191048
411213,Dental Technician,Measure clients to ensure proper product fit,0.08348176999,Provide customer service and communicate information,0.08348176999,Customer service,0.08348176999
411213,Dental Technician,Load items into ovens or furnaces,0.07569362364,Load items into ovens or furnaces,0.07569362364,Production processes and machinery,0.1271470082
411213,Dental Technician,Repair medical or dental assistive devices,0.0691835839,Develop and fit dental devices,0.3811191048,Health and care,0.3811191048
411213,Dental Technician,Place materials into moulds,0.05366015785,Build or utilise forms or moulds,0.05366015785,Construction,0.05366015785
411213,Dental Technician,"Polish materials, work pieces or finished products",0.03789889182,Inspect or prepare finished products,0.16739454,Quality control and inspections,0.16739454
411213,Dental Technician,Trim excess material from work pieces,0.03789889182,Inspect or prepare finished products,0.16739454,Quality control and inspections,0.16739454
411213,Dental Technician,"Fill cracks, imperfections or holes in products or work pieces",0.02402269237,Repair parts or components,0.02402269237,Production processes and machinery,0.1271470082
411213,Dental Technician,Mix ingredients to create specific finishes,0.02345961239,Manage and handle resources and materials,0.02345961239,Work activities preparation,0.04691922479
411213,Dental Technician,"Melt metal, plastic or other materials to prepare for production",0.02345961239,"Prepare work pieces for production, assembly or processing",0.02345961239,Work activities preparation,0.04691922479
411213,Dental Technician,Direct operational or production activities,0.0182626126,Direct operational or production activities,0.0182626126,Operating procedures and processes,0.1220155818
411213,Dental Technician,Instruct workers to use equipment or perform technical procedures,0.0182626126,Supervise staff ,0.0182626126,Human resources,0.0182626126
411213,Dental Technician,Solder parts or work pieces,0.01371534612,"Fabricate, assemble or install components",0.01371534612,Production processes and machinery,0.1271470082
411213,Dental Technician,Shape metal work pieces with hammers or other small hand tools,0.01371534612,Metal fabrication and tool operation,0.01371534612,Production processes and machinery,0.1271470082
411214,Dental Therapist,"Examine mouth, teeth, gums or related facial structures",0.2433546212,Provide dental examination and treatment,0.4314461887,Health and care,0.9986004245
411214,Dental Therapist,Record patient medical histories,0.2174719749,"Collect, document and communicate medical information",0.2174719749,Health and care,0.9986004245
411214,Dental Therapist,Treat dental problems or diseases,0.1880915676,Provide dental examination and treatment,0.4314461887,Health and care,0.9986004245
411214,Dental Therapist,"Provide health and wellness advice to patients, program participants or caregivers",0.1005169664,Provide health care advice ,0.1005169664,Health and care,0.9986004245
411214,Dental Therapist,Process x-rays or other medical images,0.09108439999,Operate medical equipment,0.09108439999,Health and care,0.9986004245
411214,Dental Therapist,Operate diagnostic or therapeutic medical instruments or equipment,0.05334447826,Operate and maintain medical equipment,0.1330524958,Health and care,0.9986004245
411214,Dental Therapist,Maintain medical equipment or instruments,0.03985400879,Operate and maintain medical equipment,0.1330524958,Health and care,0.9986004245
411214,Dental Therapist,Sterilise medical equipment or instruments,0.03985400879,Operate and maintain medical equipment,0.1330524958,Health and care,0.9986004245
411214,Dental Therapist,Administer anaesthetics or sedatives to control pain,0.0186966416,Administer medications or immunisations,0.0186966416,Health and care,0.9986004245
411214,Dental Therapist,Adjust dental devices or appliances to ensure fit,0.003824633999,Develop and fit dental devices,0.003824633999,Health and care,0.9986004245
411214,Dental Therapist,Direct health care delivery programs,0.001927778533,Direct medical or health care programs,0.001927778533,Health and care,0.9986004245
411214,Dental Therapist,Fabricate medical devices,0.001399575466,"Design, repair or fabricate medical equipment",0.001399575466,Production processes and machinery,0.001399575466
411214,Dental Therapist,"Treat acute illnesses, infections or injuries",0.0005793445333,Provide health care or administer medical treatment,0.0005793445333,Health and care,0.9986004245
411411,Enrolled Nurse,Assist patients with daily activities,0.1293581695,Care for patients and clients,0.3710972147,Health and care,0.7985091024
411411,Enrolled Nurse,Record vital statistics or other health information,0.1281539078,Perform medical tests and physical examinations of patients,0.2096104162,Health and care,0.7985091024
411411,Enrolled Nurse,Adjust patient positions,0.1063903819,Care for patients and clients,0.3710972147,Health and care,0.7985091024
411411,Enrolled Nurse,Feed patients,0.08745754081,Care for patients and clients,0.3710972147,Health and care,0.7985091024
411411,Enrolled Nurse,Clean patient rooms or patient treatment rooms,0.07894036694,Clean medical equipment or facilities ,0.1215349697,Cleaning and maintenance,0.1215349697
411411,Enrolled Nurse,Stock medical or patient care supplies,0.05907374921,Maintain inventory and stock,0.05907374921,Business operations and financial activities,0.05907374921
411411,Enrolled Nurse,Interview patients to gather medical information,0.05534544627,"Collect, document and communicate medical information",0.05534544627,Health and care,0.7985091024
411411,Enrolled Nurse,Assess physical conditions of patients to aid in diagnosis or treatment,0.04290728067,Perform medical tests and physical examinations of patients,0.2096104162,Health and care,0.7985091024
411411,Enrolled Nurse,Dispose of biomedical waste in accordance with standards,0.04259460281,Clean medical equipment or facilities ,0.1215349697,Cleaning and maintenance,0.1215349697
411411,Enrolled Nurse,Move patients to or from treatment areas,0.03567421667,Care for patients and clients,0.3710972147,Health and care,0.7985091024
411411,Enrolled Nurse,Administer therapy treatments to patients,0.03417311507,Treat patients with physical therapy,0.03417311507,Health and care,0.7985091024
411411,Enrolled Nurse,"Apply bandages, dressings or splints",0.0274297828,Provide health care or administer medical treatment,0.04202422187,Health and care,0.7985091024
411411,Enrolled Nurse,Prepare medical instruments or equipment for use,0.02477205427,Operate and maintain medical equipment,0.04132888747,Health and care,0.7985091024
411411,Enrolled Nurse,Monitor patients to detect health problems,0.02403405534,Perform medical tests and physical examinations of patients,0.2096104162,Health and care,0.7985091024
411411,Enrolled Nurse,Transport biological or other medical materials,0.02088217867,Load and transport materials,0.02088217867,Material transportation,0.02088217867
411411,Enrolled Nurse,Assist practitioners to perform medical procedures,0.0165568332,Assist health care practitioners for medical procedures,0.0165568332,Health and care,0.7985091024
411411,Enrolled Nurse,Operate medical equipment,0.0165568332,Operate and maintain medical equipment,0.04132888747,Health and care,0.7985091024
